#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000008l:5426878-5434739   -            354 121882at3193         -            285  3.3e-124  412.3   0.9   1   2     1e-99   1.2e-96  321.9   0.7     1   224     1   256     1   261 0.90 -
h1tg000008l:5426878-5434739   -            354 121882at3193         -            285  3.3e-124  412.3   0.9   2   2   1.6e-28   1.9e-25   88.2   0.0   222   283   279   341   273   343 0.94 -
h1tg000019l:25119821-25125325 -            345 121882at3193         -            285   9.8e-26   89.2   0.8   1   1   4.9e-27   5.8e-24   83.4   0.8    73   282    92   340    75   343 0.73 -
h1tg000019l:12018656-12019546 -            297 121882at3193         -            285   4.2e-21   74.0   0.0   1   3   7.2e-19   8.6e-16   56.6   0.0    75   200    23   158     3   168 0.81 -
h1tg000019l:12018656-12019546 -            297 121882at3193         -            285   4.2e-21   74.0   0.0   2   3    0.0014       1.7    6.3   0.0   199   223   177   201   169   205 0.88 -
h1tg000019l:12018656-12019546 -            297 121882at3193         -            285   4.2e-21   74.0   0.0   3   3   0.00074      0.89    7.3   0.0   222   246   220   244   215   249 0.88 -
h1tg000008l:282000-294201     -            650 121882at3193         -            285   1.3e-13   49.4   0.8   1   1   1.7e-15   2.1e-12   45.5   0.8    69   246   437   633   407   640 0.74 -
h1tg000017l:6473668-6481269   -            427 121882at3193         -            285    0.0017   16.2   0.1   1   1   1.5e-05     0.017   12.9   0.1    75   132   117   171   111   225 0.79 -
h1tg000014l:17041932-17044332 -            567 121882at3193         -            285     0.028   12.2   0.1   1   1     4e-05     0.048   11.4   0.1    74   127    23    75    12    87 0.84 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_downloads/lineages/embryophyta_odb10/hmms/121882at3193.hmm
# Target file:     /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/metaeuk_output/initial_results/ditt_contamfiltered_hifiasm.asm.bp.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/hmmer_output/initial_run_results/121882at3193.out --cpu 1 /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_downloads/lineages/embryophyta_odb10/hmms/121882at3193.hmm /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/metaeuk_output/initial_results/ditt_contamfiltered_hifiasm.asm.bp.hap1.p_ctg.fa.modified.fas 
# Current dir:     /public/groups/meyerlab/ditt/assemblies/hifiasm/default
# Date:            Mon Oct 17 13:48:28 2022
# [ok]
