#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000001l:76391821-76403304 -            503 112507at3193         -            349  9.8e-160  530.0   8.8   1   2     4e-80   6.4e-78  260.9   1.5     1   171    68   263    68   268 0.88 -
h1tg000001l:76391821-76403304 -            503 112507at3193         -            349  9.8e-160  530.0   8.8   2   2   2.2e-82   3.5e-80  268.3   0.9   167   340   281   485   272   503 0.84 -
h1tg000001l:71438749-71439018 -             90 112507at3193         -            349   1.8e-16   58.8   0.0   1   1   1.2e-18   1.9e-16   58.7   0.0     3    66     1    65     1    79 0.90 -
h1tg000012l:9740993-9741535   -            181 112507at3193         -            349     4e-16   57.7   0.1   1   1   3.2e-18   5.2e-16   57.3   0.1     2    71    90   162    89   167 0.90 -
h1tg000019l:16098007-16098255 -             83 112507at3193         -            349   6.3e-14   50.4   0.0   1   1   4.6e-16   7.4e-14   50.2   0.0     3    62     8    73     6    78 0.88 -
h1tg000002l:26678206-26678580 -            125 112507at3193         -            349   6.5e-14   50.4   0.0   1   1   4.8e-16   7.7e-14   50.2   0.0     3    62    59   124    57   125 0.88 -
h1tg000002l:8658450-8659726   -            106 112507at3193         -            349     1e-13   49.7   0.0   1   1   7.9e-16   1.3e-13   49.5   0.0     3    61    15    73    13    79 0.97 -
h1tg000012l:11339505-11340454 -            106 112507at3193         -            349     1e-13   49.7   0.0   1   1   7.9e-16   1.3e-13   49.5   0.0     3    61    15    73    13    79 0.97 -
h1tg000002l:8607752-8608914   -            106 112507at3193         -            349   1.1e-13   49.6   0.0   1   1   8.4e-16   1.3e-13   49.4   0.0     3    61    15    73    13    79 0.97 -
h1tg000009l:2038031-2039044   -            109 112507at3193         -            349   3.3e-13   48.1   0.0   1   1   2.5e-15     4e-13   47.8   0.0     3    61    15    73    13    79 0.97 -
h1tg000004l:4897154-4899201   -             63 112507at3193         -            349   3.8e-13   47.9   0.1   1   1   2.5e-15   4.1e-13   47.8   0.1     3    59     3    63     1    63 0.90 -
h1tg000004l:90239338-90240292 -            268 112507at3193         -            349     7e-13   47.0   0.1   1   1   5.7e-15   9.1e-13   46.6   0.1     2    75   126   203   125   217 0.84 -
h1tg000001l:5246773-5247042   -             90 112507at3193         -            349   7.5e-13   46.9   0.1   1   1   5.3e-15   8.4e-13   46.7   0.1     3    64     1    66     1    72 0.90 -
h1tg000008l:4373336-4373656   -            107 112507at3193         -            349   9.3e-13   46.6   0.0   1   1   5.9e-15   9.3e-13   46.6   0.0     3    64     2    69     1   103 0.88 -
