#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000008l:65347923-65356313 -           1099 11903at3193          -            817         0 1109.4  29.6   1   5   1.8e-07     4e-05   20.6   0.1     1    34     1    34     1    47 0.81 -
h1tg000008l:65347923-65356313 -           1099 11903at3193          -            817         0 1109.4  29.6   2   5   1.9e-06   0.00041   17.2   0.0    24    54    52    82    44    92 0.90 -
h1tg000008l:65347923-65356313 -           1099 11903at3193          -            817         0 1109.4  29.6   3   5   2.6e-24   5.6e-22   76.3   0.1    52   107   102   157    96   171 0.94 -
h1tg000008l:65347923-65356313 -           1099 11903at3193          -            817         0 1109.4  29.6   4   5  1.3e-160  2.8e-158  527.2   5.5   114   492   201   666   186   681 0.86 -
h1tg000008l:65347923-65356313 -           1099 11903at3193          -            817         0 1109.4  29.6   5   5  3.9e-140  8.4e-138  459.4   7.5   503   817   750  1099   726  1099 0.90 -
h1tg000004l:94988784-94991711 -            520 11903at3193          -            817     3e-22   77.2   0.2   1   2     1e-09   2.3e-07   28.0   0.0     7   117    27   135    21   171 0.81 -
h1tg000004l:94988784-94991711 -            520 11903at3193          -            817     3e-22   77.2   0.2   2   2     2e-15   4.4e-13   46.9   0.0   129   425   180   515   168   517 0.73 -
h1tg000019l:30675303-30678796 -            557 11903at3193          -            817   3.1e-19   67.2   0.1   1   3      0.75   1.6e+02   -1.3   0.0    41   107    43   110    30   123 0.80 -
h1tg000019l:30675303-30678796 -            557 11903at3193          -            817   3.1e-19   67.2   0.1   2   3   3.8e-20   8.2e-18   62.5   0.0   130   383   176   460   164   467 0.80 -
h1tg000019l:30675303-30678796 -            557 11903at3193          -            817   3.1e-19   67.2   0.1   3   3      0.14        30    1.1   0.0   399   427   510   539   488   554 0.75 -
h1tg000012l:10370028-10384138 -            532 11903at3193          -            817   5.9e-19   66.3   0.1   1   2   1.4e-05    0.0031   14.3   0.0    24   112    52   138    35   146 0.86 -
h1tg000012l:10370028-10384138 -            532 11903at3193          -            817   5.9e-19   66.3   0.1   2   2   2.7e-16   5.9e-14   49.8   0.0   123   383   182   470   150   530 0.74 -
h1tg000012l:3773361-3775892   -            545 11903at3193          -            817   9.1e-19   65.7   0.4   1   2   1.3e-08   2.8e-06   24.4   0.0    18   108    46   134    34   143 0.89 -
h1tg000012l:3773361-3775892   -            545 11903at3193          -            817   9.1e-19   65.7   0.4   2   2   6.1e-13   1.3e-10   38.7   0.1   124   426   183   530   175   544 0.66 -
h1tg000008l:76691427-76696875 -            486 11903at3193          -            817     3e-18   64.0   0.9   1   1   3.3e-18   7.1e-16   56.1   0.9    29   391    42   454    34   473 0.71 -
h1tg000012l:12056352-12058372 -            484 11903at3193          -            817   4.7e-18   63.3   0.0   1   2    0.0041      0.89    6.2   0.0    23   108     7    91     1   103 0.86 -
h1tg000012l:12056352-12058372 -            484 11903at3193          -            817   4.7e-18   63.3   0.0   2   2   6.2e-18   1.3e-15   55.2   0.0   108   425   122   479   106   482 0.73 -
h1tg000001l:8721960-8724793   -            523 11903at3193          -            817   1.3e-16   58.6   0.0   1   2    0.0034      0.74    6.4   0.0    30   129    40   140    22   142 0.87 -
h1tg000001l:8721960-8724793   -            523 11903at3193          -            817   1.3e-16   58.6   0.0   2   2   2.5e-16   5.5e-14   49.9   0.0   131   425   175   514   160   519 0.73 -
h1tg000002l:9597165-9599222   -            506 11903at3193          -            817   2.8e-16   57.4   0.0   1   2   0.00047       0.1    9.3   0.0    15   107    47   138    36   150 0.85 -
h1tg000002l:9597165-9599222   -            506 11903at3193          -            817   2.8e-16   57.4   0.0   2   2   3.8e-15   8.3e-13   46.0   0.0   118   383   180   470   164   473 0.76 -
h1tg000001l:51783-65834       -            497 11903at3193          -            817   2.7e-15   54.2   0.0   1   2     0.047        10    2.7   0.0    52   111    74   133    46   144 0.81 -
h1tg000001l:51783-65834       -            497 11903at3193          -            817   2.7e-15   54.2   0.0   2   2   3.8e-16   8.3e-14   49.3   0.0   105   390   158   471   146   491 0.73 -
h1tg000014l:5046704-5053342   -            529 11903at3193          -            817   4.3e-14   50.2   0.1   1   2    0.0062       1.4    5.6   0.0    29   129    49   150    30   154 0.84 -
h1tg000014l:5046704-5053342   -            529 11903at3193          -            817   4.3e-14   50.2   0.1   2   2   8.6e-14   1.9e-11   41.5   0.0   131   425   185   523   173   526 0.66 -
h1tg000002l:20346454-20348028 -            525 11903at3193          -            817   8.2e-12   42.7   0.2   1   2      0.42        91   -0.5   0.0   131   145   169   183   165   189 0.88 -
h1tg000002l:20346454-20348028 -            525 11903at3193          -            817   8.2e-12   42.7   0.2   2   2   2.3e-13   4.9e-11   40.1   0.0   310   435   364   518   343   523 0.78 -
h1tg000005l:66823739-66825343 -            535 11903at3193          -            817   7.4e-11   39.5   0.1   1   2      0.34        75   -0.2   0.0   131   145   196   210   189   215 0.88 -
h1tg000005l:66823739-66825343 -            535 11903at3193          -            817   7.4e-11   39.5   0.1   2   2   2.1e-12   4.5e-10   36.9   0.0   310   425   394   535   320   535 0.78 -
h1tg000005l:10503136-10504949 -            383 11903at3193          -            817     8e-11   39.4   0.0   1   2     0.046        10    2.7   0.0    68   109     1    42     1    55 0.94 -
h1tg000005l:10503136-10504949 -            383 11903at3193          -            817     8e-11   39.4   0.0   2   2   1.6e-11   3.5e-09   34.0   0.0   127   381    95   372    77   375 0.81 -
h1tg000002l:20386936-20388405 -            490 11903at3193          -            817   2.3e-10   37.9   0.1   1   2      0.24        53    0.3   0.0   131   145   127   141   118   148 0.86 -
