#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000005l:66888560-66889774 -            405 127528at3193         -            324    2e-155  515.4  12.9   1   1  6.5e-158  2.6e-155  515.0  12.9     2   323    46   398    45   399 0.92 -
h1tg000009l:285659-286693     -            345 127528at3193         -            324   9.5e-60  201.0  11.3   1   1   3.8e-62   1.5e-59  200.3  11.3    20   320    11   339     1   343 0.84 -
h1tg000001l:4020199-4021470   -            424 127528at3193         -            324   4.7e-47  159.3   2.7   1   1   1.7e-49   6.8e-47  158.7   2.7    86   321   117   354    42   357 0.85 -
h1tg000019l:8673199-8674074   -            292 127528at3193         -            324   3.5e-46  156.4   3.1   1   1   1.1e-48   4.5e-46  156.0   3.1    83   317    46   292     2   292 0.86 -
h1tg000010l:58768192-58769175 -            328 127528at3193         -            324   1.2e-42  144.8   0.2   1   1   1.2e-44   4.8e-42  142.8   0.2    36   318    10   325     1   328 0.83 -
h1tg000014l:16829196-16830293 -            366 127528at3193         -            324   8.9e-42  141.9   0.2   1   2       0.9   3.6e+02   -1.4   0.0   129   150    69    92    59   107 0.77 -
h1tg000014l:16829196-16830293 -            366 127528at3193         -            324   8.9e-42  141.9   0.2   2   2   5.6e-44   2.3e-41  140.6   0.1    99   318   126   351   102   356 0.89 -
h1tg000012l:7109906-7110841   -            312 127528at3193         -            324   2.7e-37  127.2   0.1   1   2   0.00015     0.062   11.0   0.0   107   151    19    63     5    72 0.85 -
h1tg000012l:7109906-7110841   -            312 127528at3193         -            324   2.7e-37  127.2   0.1   2   2   6.2e-36   2.5e-33  114.2   0.1    92   314    89   302    74   310 0.91 -
h1tg000019l:21708350-21709507 -            386 127528at3193         -            324   5.6e-37  126.2   0.0   1   1   2.8e-39   1.1e-36  125.1   0.0    82   319   115   362    39   366 0.87 -
h1tg000005l:10087470-10088612 -            381 127528at3193         -            324   6.9e-37  125.9   3.9   1   1   2.4e-39   9.4e-37  125.4   3.9    27   320    52   379    34   381 0.78 -
h1tg000005l:10097202-10098179 -            326 127528at3193         -            324   2.5e-36  124.0   1.5   1   1   7.3e-39   2.9e-36  123.8   1.5    82   320    54   312     1   316 0.76 -
h1tg000015l:13481926-13482846 -            307 127528at3193         -            324   3.4e-36  123.6   1.8   1   2      0.19        74    0.9   0.0   115   155     2    45     1    52 0.76 -
h1tg000015l:13481926-13482846 -            307 127528at3193         -            324   3.4e-36  123.6   1.8   2   2   4.8e-38   1.9e-35  121.1   1.3    87   313    55   295    50   304 0.82 -
h1tg000017l:873870-874907     -            346 127528at3193         -            324     1e-34  118.7   0.1   1   2   0.00071      0.28    8.8   0.0    98   157    25    84    17   111 0.84 -
h1tg000017l:873870-874907     -            346 127528at3193         -            324     1e-34  118.7   0.1   2   2   3.7e-34   1.5e-31  108.3   0.2   103   303   115   326    84   340 0.88 -
h1tg000015l:12385440-12386615 -            392 127528at3193         -            324   2.9e-34  117.2   0.0   1   1   1.6e-36   6.4e-34  116.1   0.0    84   319   118   373   109   378 0.83 -
h1tg000005l:3718338-3719282   -            315 127528at3193         -            324   7.7e-34  115.8   0.5   1   2    0.0021      0.82    7.3   0.1    28    85     9    70     2    75 0.58 -
h1tg000005l:3718338-3719282   -            315 127528at3193         -            324   7.7e-34  115.8   0.5   2   2   9.3e-34   3.7e-31  107.0   0.0    87   300    93   315    83   315 0.87 -
h1tg000019l:10761094-10762131 -            346 127528at3193         -            324   4.7e-30  103.4   0.1   1   1   2.1e-32   8.2e-30  102.6   0.1    88   319    83   335    37   339 0.79 -
h1tg000011l:7636742-7637803   -            354 127528at3193         -            324   1.7e-22   78.5   0.0   1   2       1.1   4.5e+02   -1.7   0.0   116   151    57    92    26    98 0.81 -
h1tg000011l:7636742-7637803   -            354 127528at3193         -            324   1.7e-22   78.5   0.0   2   2   1.3e-24   5.1e-22   77.0   0.0    84   318   103   348    97   353 0.82 -
h1tg000012l:4151571-4152557   -            329 127528at3193         -            324   2.7e-22   77.9   0.0   1   2      0.79   3.1e+02   -1.2   0.0   116   151    32    67    15   101 0.81 -
h1tg000012l:4151571-4152557   -            329 127528at3193         -            324   2.7e-22   77.9   0.0   2   2   1.8e-24   7.3e-22   76.5   0.0    84   317    78   322    73   328 0.81 -
h1tg000004l:92939389-92939691 -            101 127528at3193         -            324   1.6e-15   55.6   0.1   1   1   4.2e-18   1.7e-15   55.6   0.1   209   302     1    94     1   101 0.93 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_downloads/lineages/embryophyta_odb10/hmms/127528at3193.hmm
# Target file:     /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/metaeuk_output/initial_results/ditt_contamfiltered_hifiasm.asm.bp.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/hmmer_output/initial_run_results/127528at3193.out --cpu 1 /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_downloads/lineages/embryophyta_odb10/hmms/127528at3193.hmm /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/metaeuk_output/initial_results/ditt_contamfiltered_hifiasm.asm.bp.hap1.p_ctg.fa.modified.fas 
# Current dir:     /public/groups/meyerlab/ditt/assemblies/hifiasm/default
# Date:            Mon Oct 17 13:48:28 2022
# [ok]
