#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000019l:21336006-21337636 -            408 103320at3193         -            292    5e-123  408.3  11.0   1   4   6.6e-29   1.1e-26   92.1   0.4    17    89    41   121     6   147 0.85 -
h1tg000019l:21336006-21337636 -            408 103320at3193         -            292    5e-123  408.3  11.0   2   4   2.5e-42   4.1e-40  136.1   2.6    87   178   147   254   142   262 0.82 -
h1tg000019l:21336006-21337636 -            408 103320at3193         -            292    5e-123  408.3  11.0   3   4   2.4e-37   3.9e-35  119.8   0.0   176   252   271   347   265   357 0.96 -
h1tg000019l:21336006-21337636 -            408 103320at3193         -            292    5e-123  408.3  11.0   4   4   1.5e-18   2.4e-16   58.1   0.0   253   292   369   408   362   408 0.94 -
h1tg000016l:36221247-36226633 -            336 103320at3193         -            292   6.2e-32  109.3   0.0   1   2   8.8e-08   1.4e-05   22.7   0.0    15    58    19    62     5    70 0.86 -
h1tg000016l:36221247-36226633 -            336 103320at3193         -            292   6.2e-32  109.3   0.0   2   2   1.9e-26   3.1e-24   84.0   0.0    89   249   134   311   129   333 0.81 -
h1tg000002l:31021847-31024266 -            200 103320at3193         -            292   2.7e-07   28.4   0.0   1   1   2.6e-09   4.3e-07   27.7   0.0   160   235    86   154    83   162 0.91 -
h1tg000012l:11984743-11987262 -            239 103320at3193         -            292     4e-07   27.9   0.1   1   1   3.5e-09   5.7e-07   27.3   0.1   160   233   136   202   129   210 0.88 -
h1tg000019l:20847526-20862511 -            250 103320at3193         -            292   4.6e-06   24.4   0.0   1   1   3.7e-08     6e-06   24.0   0.0   177   257   155   230   143   249 0.76 -
h1tg000005l:13529460-13533497 -            336 103320at3193         -            292   5.6e-06   24.1   0.0   1   1   5.2e-08   8.4e-06   23.5   0.0   175   276   223   320   219   330 0.88 -
h1tg000004l:15468978-15469930 -            253 103320at3193         -            292   6.3e-06   23.9   0.0   1   1   5.7e-08   9.3e-06   23.4   0.0   160   235   148   217   142   222 0.90 -
h1tg000019l:9713576-9714219   -            188 103320at3193         -            292   6.6e-06   23.9   0.0   1   1   5.6e-08   9.1e-06   23.4   0.0   179   271    80   167    63   171 0.87 -
h1tg000001l:19419948-19420813 -            259 103320at3193         -            292   2.8e-05   21.8   0.0   1   1   3.1e-07     5e-05   21.0   0.0   176   254   161   234   154   239 0.85 -
