#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000012l:4048184-4053870   -            489 115533at3193         -            312  2.9e-161  534.5   3.9   1   2   2.4e-85   1.2e-82  276.2   3.2     1   167    84   280    84   296 0.90 -
h1tg000012l:4048184-4053870   -            489 115533at3193         -            312  2.9e-161  534.5   3.9   2   2   4.4e-79   2.2e-76  255.6   0.0   162   311   299   463   289   464 0.92 -
h1tg000005l:3674541-3676601   -            507 115533at3193         -            312    0.0013   16.6   0.1   1   2      0.19        98    0.6   0.0   146   162     3    19     2    27 0.86 -
h1tg000005l:3674541-3676601   -            507 115533at3193         -            312    0.0013   16.6   0.1   2   2   3.3e-05     0.017   13.0   0.0   145   194   327   376   317   383 0.89 -
h1tg000014l:1911776-1918993   -           1095 115533at3193         -            312    0.0023   15.8   0.3   1   2     6e-05     0.031   12.1   0.0   132   178   456   500   435   509 0.78 -
h1tg000014l:1911776-1918993   -           1095 115533at3193         -            312    0.0023   15.8   0.3   2   2      0.15        79    0.9   0.0   136   161   927   952   918   964 0.76 -
h1tg000004l:89480556-89481784 -            213 115533at3193         -            312    0.0034   15.2   0.0   1   1   1.2e-05    0.0059   14.5   0.0   143   178    48    83    44    92 0.91 -
h1tg000008l:45885668-45885868 -             67 115533at3193         -            312     0.019   12.8   0.0   1   1   3.7e-05     0.019   12.8   0.0   142   170     7    36     1    55 0.79 -
h1tg000014l:14517811-14524409 -            615 115533at3193         -            312     0.019   12.8   0.1   1   2   0.00021      0.11   10.3   0.0   144   176    58    90    47   109 0.79 -
h1tg000014l:14517811-14524409 -            615 115533at3193         -            312     0.019   12.8   0.1   2   2      0.42   2.2e+02   -0.5   0.0   177   204   315   342   288   347 0.75 -
h1tg000001l:2675062-2681375   -            554 115533at3193         -            312      0.02   12.7   0.0   1   2   0.00016     0.085   10.7   0.0   100   163   272   332   260   375 0.80 -
h1tg000001l:2675062-2681375   -            554 115533at3193         -            312      0.02   12.7   0.0   2   2      0.58     3e+02   -1.0   0.0    79   116   395   432   346   442 0.68 -
h1tg000002l:7811882-7812556   -            225 115533at3193         -            312     0.024   12.5   0.0   1   1   6.8e-05     0.035   11.9   0.0   141   167    29    54     7    99 0.66 -
h1tg000002l:30791572-30792757 -            191 115533at3193         -            312     0.025   12.4   0.0   1   1   8.3e-05     0.043   11.6   0.0   143   177    26    60    22    66 0.89 -
h1tg000002l:69837990-69838942 -            218 115533at3193         -            312     0.042   11.7   0.0   1   1   0.00014     0.072   10.9   0.0   131   162    18    49    13    85 0.88 -
h1tg000008l:66293891-66295627 -            579 115533at3193         -            312     0.048   11.5   0.0   1   1   0.00017     0.086   10.6   0.0   145   166    20    41     9    67 0.84 -
h1tg000019l:18667447-18696676 -            572 115533at3193         -            312     0.084   10.7   0.0   1   3     0.084        43    1.8   0.0   143   162    55    74    44    86 0.82 -
h1tg000019l:18667447-18696676 -            572 115533at3193         -            312     0.084   10.7   0.0   2   3       2.1   1.1e+03   -2.8   2.2   239   303   258   323   237   327 0.70 -
h1tg000019l:18667447-18696676 -            572 115533at3193         -            312     0.084   10.7   0.0   3   3   0.00016     0.084   10.7   0.0   145   194   386   435   377   442 0.84 -
h1tg000019l:18654652-18656460 -            603 115533at3193         -            312     0.087   10.6   0.0   1   3     0.089        46    1.7   0.0   143   162    86   105    75   117 0.82 -
h1tg000019l:18654652-18656460 -            603 115533at3193         -            312     0.087   10.6   0.0   2   3       2.4   1.2e+03   -3.0   2.3   239   303   289   354   269   358 0.69 -
