#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000011l:12463798-12466779 -            425 112609at3193         -            300  2.9e-121  403.0   0.5   1   2  3.9e-117  7.1e-115  382.0   0.1     1   287    26   383    26   387 0.86 -
h1tg000011l:12463798-12466779 -            425 112609at3193         -            300  2.9e-121  403.0   0.5   2   2   0.00021     0.037   11.9   0.0   270   300   387   425   384   425 0.81 -
h1tg000019l:21004037-21006727 -            422 112609at3193         -            300  3.5e-120  399.4   3.6   1   3   4.8e-17   8.7e-15   53.4   0.1     1    47    23    69    23    76 0.92 -
h1tg000019l:21004037-21006727 -            422 112609at3193         -            300  3.5e-120  399.4   3.6   2   3  4.6e-104  8.2e-102  339.1   0.1    29   288    67   381    64   384 0.87 -
h1tg000019l:21004037-21006727 -            422 112609at3193         -            300  3.5e-120  399.4   3.6   3   3    0.0045      0.81    7.5   0.1   270   300   384   422   382   422 0.71 -
h1tg000019l:21402622-21409992 -            729 112609at3193         -            300   1.8e-18   65.4   1.4   1   2   1.2e-19   2.1e-17   61.9   0.4     2   170     4   190     3   226 0.79 -
h1tg000019l:21402622-21409992 -            729 112609at3193         -            300   1.8e-18   65.4   1.4   2   2      0.98   1.8e+02   -0.2   0.0    80   214   283   320   261   350 0.55 -
h1tg000007l:16329750-16330418 -            223 112609at3193         -            300   1.5e-16   59.1   0.3   1   1   1.1e-18     2e-16   58.7   0.3    61   243     9   202     5   215 0.79 -
h1tg000004l:96826588-96827556 -            323 112609at3193         -            300   2.7e-15   55.0   0.8   1   2   7.2e-16   1.3e-13   49.5   1.0     2   169     1   180     1   238 0.68 -
h1tg000004l:96826588-96827556 -            323 112609at3193         -            300   2.7e-15   55.0   0.8   2   2      0.88   1.6e+02   -0.0   0.0   260   288   240   272   235   280 0.77 -
h1tg000002l:6262995-6263963   -            323 112609at3193         -            300   2.9e-15   54.9   0.5   1   2   2.1e-16   3.7e-14   51.3   0.5     2   168     1   179     1   215 0.72 -
h1tg000002l:6262995-6263963   -            323 112609at3193         -            300   2.9e-15   54.9   0.5   2   2       2.6   4.7e+02   -1.6   0.0   260   287   240   271   237   277 0.73 -
h1tg000004l:10877657-10878538 -            294 112609at3193         -            300     3e-15   54.9   2.9   1   4   3.3e-09   5.9e-07   27.6   0.0     2    58     9    65     8    74 0.93 -
h1tg000004l:10877657-10878538 -            294 112609at3193         -            300     3e-15   54.9   2.9   2   4     1e-08   1.8e-06   26.0   0.5    57   187    83   210    77   217 0.76 -
h1tg000004l:10877657-10878538 -            294 112609at3193         -            300     3e-15   54.9   2.9   3   4       6.5   1.2e+03   -2.9   0.0   274   287   230   243   226   257 0.78 -
h1tg000004l:10877657-10878538 -            294 112609at3193         -            300     3e-15   54.9   2.9   4   4       2.4   4.3e+02   -1.5   0.0   263   290   258   289   246   292 0.64 -
h1tg000008l:79373236-79373988 -            251 112609at3193         -            300   6.8e-15   53.7   0.8   1   2   7.7e-08   1.4e-05   23.1   0.0     2    39     1    38     1    46 0.94 -
h1tg000008l:79373236-79373988 -            251 112609at3193         -            300   6.8e-15   53.7   0.8   2   2   1.6e-09   2.8e-07   28.7   0.6    56   223    83   251    71   251 0.74 -
h1tg000014l:3452139-3452810   -            224 112609at3193         -            300   3.6e-14   51.3   0.6   1   2   1.9e-08   3.4e-06   25.1   0.0     2    35     3    36     2    42 0.95 -
h1tg000014l:3452139-3452810   -            224 112609at3193         -            300   3.6e-14   51.3   0.6   2   2   2.8e-08   5.1e-06   24.6   0.3    61   189    92   224    77   224 0.75 -
h1tg000008l:71418688-71419575 -            296 112609at3193         -            300   8.2e-13   46.9   2.2   1   2   4.9e-14   8.7e-12   43.5   2.5     2   233     2   236     1   258 0.75 -
h1tg000008l:71418688-71419575 -            296 112609at3193         -            300   8.2e-13   46.9   2.2   2   2      0.62   1.1e+02    0.5   0.0   261   292   241   275   234   279 0.73 -
h1tg000002l:24439860-24440612 -            251 112609at3193         -            300     1e-12   46.6   2.5   1   2     4e-07   7.2e-05   20.8   0.0     2    42     2    42     1    86 0.87 -
h1tg000002l:24439860-24440612 -            251 112609at3193         -            300     1e-12   46.6   2.5   2   2     4e-08   7.1e-06   24.1   2.8    57   224    84   251    74   251 0.67 -
h1tg000014l:3487874-3488806   -            311 112609at3193         -            300   5.6e-12   44.1   3.9   1   2   8.5e-08   1.5e-05   23.0   0.1     2    47     3    48     2    65 0.86 -
h1tg000014l:3487874-3488806   -            311 112609at3193         -            300   5.6e-12   44.1   3.9   2   2   7.7e-07   0.00014   19.9   1.0    61   191    89   223    77   252 0.77 -
h1tg000004l:24471043-24471858 -            272 112609at3193         -            300   1.2e-10   39.8   1.4   1   1   1.2e-12   2.1e-10   39.0   1.4    61   225     7   188     1   204 0.73 -
h1tg000001l:82160367-82161386 -            340 112609at3193         -            300     3e-10   38.5   0.3   1   3   1.2e-10   2.1e-08   32.4   0.1     2   194     1   204     1   230 0.78 -
h1tg000001l:82160367-82161386 -            340 112609at3193         -            300     3e-10   38.5   0.3   2   3    0.0033      0.59    8.0   0.0    82   132   186   233   182   243 0.81 -
h1tg000001l:82160367-82161386 -            340 112609at3193         -            300     3e-10   38.5   0.3   3   3      0.83   1.5e+02    0.1   0.0   261   289   242   273   238   277 0.68 -
h1tg000002l:22514681-22515595 -            305 112609at3193         -            300     3e-09   35.2   1.0   1   2   1.3e-09   2.4e-07   28.9   0.8     2   141    15   169    14   197 0.62 -
h1tg000002l:22514681-22515595 -            305 112609at3193         -            300     3e-09   35.2   1.0   2   2      0.09        16    3.2   0.0    82   105   157   180   153   222 0.79 -
h1tg000001l:86635023-86636213 -            397 112609at3193         -            300   1.4e-08   32.9   2.8   1   4    0.0017      0.31    8.9   0.0     2    39    44    81    43    94 0.91 -
h1tg000001l:86635023-86636213 -            397 112609at3193         -            300   1.4e-08   32.9   2.8   2   4   6.6e-06    0.0012   16.8   0.1   115   189   167   247   158   250 0.70 -
h1tg000001l:86635023-86636213 -            397 112609at3193         -            300   1.4e-08   32.9   2.8   3   4     0.074        13    3.5   0.1   154   174   268   288   247   302 0.65 -
h1tg000001l:86635023-86636213 -            397 112609at3193         -            300   1.4e-08   32.9   2.8   4   4      0.49        87    0.8   0.0    62    91   330   361   327   369 0.85 -
h1tg000004l:13874049-13874477 -            143 112609at3193         -            300   1.1e-07   30.1   0.5   1   2   3.1e-09   5.5e-07   27.7   0.2     1    57     6    61     6   126 0.91 -
h1tg000004l:13874049-13874477 -            143 112609at3193         -            300   1.1e-07   30.1   0.5   2   2       2.7   4.8e+02   -1.6   0.0   155   168   124   137   118   140 0.82 -
h1tg000009l:21363091-21364221 -            377 112609at3193         -            300   1.1e-07   30.0   3.5   1   3   4.7e-08   8.5e-06   23.8   0.0     2    42    12    52    11    67 0.93 -
h1tg000009l:21363091-21364221 -            377 112609at3193         -            300   1.1e-07   30.0   3.5   2   3     0.022         4    5.2   0.4   152   194   163   212   140   243 0.49 -
h1tg000009l:21363091-21364221 -            377 112609at3193         -            300   1.1e-07   30.0   3.5   3   3       6.3   1.1e+03   -2.8   0.0   270   285   333   348   314   351 0.57 -
h1tg000008l:70713690-70714328 -            213 112609at3193         -            300   8.1e-07   27.2   0.7   1   2   1.9e-07   3.5e-05   21.8   0.1    61   193     7   137     1   164 0.69 -
