#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000001l:98734405-98736572 -            344 124129at3193         -            275  8.4e-129  427.4   0.0   1   1  1.2e-130  1.5e-128  426.6   0.0    22   275    67   344    63   344 0.95 -
h1tg000002l:13019975-13021981 -            346 124129at3193         -            275   9.5e-68  227.2   0.0   1   1   1.3e-69   1.6e-67  226.5   0.0    23   273    67   346    54   346 0.87 -
h1tg000015l:418931-421924     -            343 124129at3193         -            275   6.7e-66  221.1   0.0   1   1   1.2e-67   1.4e-65  220.1   0.0    23   273    67   343    56   343 0.86 -
h1tg000004l:78672582-78674175 -            339 124129at3193         -            275   1.2e-65  220.2   0.0   1   1   1.6e-67   1.9e-65  219.6   0.0    22   271    62   339    53   339 0.89 -
h1tg000009l:8665644-8666695   -            321 124129at3193         -            275   1.1e-61  207.3   0.0   1   2       5.1     6e+02   -1.8   0.0     4    17     5    18     3    27 0.85 -
h1tg000009l:8665644-8666695   -            321 124129at3193         -            275   1.1e-61  207.3   0.0   2   2     3e-63   3.5e-61  205.6   0.0    22   262    54   320    46   321 0.83 -
h1tg000001l:65961354-66094709 -            336 124129at3193         -            275   2.8e-61  205.9   0.0   1   1     4e-63   4.7e-61  205.2   0.0    23   271    61   336    50   336 0.89 -
h1tg000005l:13529460-13533497 -            336 124129at3193         -            275     1e-59  200.8   0.0   1   1   1.3e-61   1.5e-59  200.2   0.0    22   273    58   336    47   336 0.86 -
h1tg000005l:6833180-6839418   -            325 124129at3193         -            275   1.1e-59  200.7   0.0   1   1   1.3e-61   1.6e-59  200.2   0.0    23   262    46   316    38   325 0.82 -
h1tg000009l:15782636-15783941 -            321 124129at3193         -            275     4e-57  192.3   0.0   1   1   4.9e-59   5.8e-57  191.8   0.0    22   243    67   309    64   316 0.90 -
h1tg000025l:1196432-1210989   -            337 124129at3193         -            275   1.6e-56  190.3   0.0   1   1   1.7e-58   2.1e-56  190.0   0.0    23   236    62   292    56   337 0.90 -
h1tg000004l:81834807-81843334 -            330 124129at3193         -            275   2.7e-55  186.3   0.0   1   1   3.3e-57   3.9e-55  185.8   0.0    22   270    56   329    38   330 0.85 -
h1tg000004l:96933753-96934825 -            328 124129at3193         -            275   2.3e-53  180.0   0.0   1   1   3.1e-55   3.7e-53  179.3   0.0    22   270    55   327    32   328 0.85 -
h1tg000016l:24929909-24938829 -            326 124129at3193         -            275   2.4e-51  173.4   0.0   1   1   2.8e-53   3.3e-51  172.9   0.0    22   246    65   305    50   326 0.83 -
h1tg000016l:37828264-37838096 -            320 124129at3193         -            275   2.5e-51  173.3   0.0   1   1   2.9e-53   3.4e-51  172.8   0.0    23   245    50   291    34   296 0.88 -
h1tg000005l:68467310-68473636 -            336 124129at3193         -            275   1.6e-50  170.7   0.0   1   1   1.8e-52   2.1e-50  170.2   0.0    22   244    59   305    37   335 0.83 -
h1tg000002l:24372821-24374960 -            315 124129at3193         -            275   2.3e-50  170.2   0.1   1   1   4.4e-51   5.1e-49  165.7   0.1    22   273    54   313    33   315 0.85 -
h1tg000019l:34229794-34250800 -            335 124129at3193         -            275   9.1e-50  168.2   0.0   1   1   1.3e-51   1.5e-49  167.5   0.0    22   271    57   335    47   335 0.86 -
h1tg000012l:11984743-11987262 -            239 124129at3193         -            275   3.3e-49  166.3   0.0   1   1   3.3e-51   3.9e-49  166.1   0.0    34   245     1   220     1   237 0.87 -
h1tg000010l:1732014-1734173   -            302 124129at3193         -            275   8.1e-49  165.1   0.0   1   1   9.3e-51   1.1e-48  164.6   0.0    22   245    38   279    18   300 0.85 -
h1tg000016l:33196993-33198347 -            285 124129at3193         -            275   6.6e-47  158.8   0.0   1   1   8.2e-49   9.7e-47  158.2   0.0    22   245    28   262     6   284 0.82 -
h1tg000004l:15468978-15469930 -            253 124129at3193         -            275   4.4e-45  152.8   0.0   1   1   4.3e-47   5.1e-45  152.6   0.0    31   244     1   232     1   249 0.86 -
h1tg000001l:19419948-19420813 -            259 124129at3193         -            275   5.1e-45  152.6   0.0   1   1   5.7e-47   6.7e-45  152.2   0.0    30   247     3   236     1   259 0.78 -
h1tg000019l:23664378-23665319 -            249 124129at3193         -            275   1.3e-44  151.2   0.0   1   1   1.3e-46   1.5e-44  151.0   0.0    32   245     1   228     1   242 0.87 -
h1tg000009l:3396638-3406264   -            312 124129at3193         -            275   2.7e-44  150.2   0.0   1   1   3.9e-46   4.5e-44  149.5   0.0    22   241    60   276    44   298 0.83 -
h1tg000001l:19398593-19399453 -            259 124129at3193         -            275   4.6e-44  149.5   0.0   1   1     5e-46   5.9e-44  149.1   0.0    30   246     2   234     1   258 0.83 -
h1tg000019l:20847526-20862511 -            250 124129at3193         -            275     5e-44  149.3   0.0   1   1   5.2e-46   6.2e-44  149.0   0.0    31   246     1   228     1   250 0.85 -
