#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000002l:73415078-73437334   -           1028 12990at3193          -            896         0 1241.3  28.7   1   3  5.6e-273  8.2e-272  903.0   8.1     7   515    43   567    38   582 0.96 -
h1tg000002l:73415078-73437334   -           1028 12990at3193          -            896         0 1241.3  28.7   2   3   7.9e-61   1.1e-59  201.1   5.7   522   715   618   851   600   853 0.84 -
h1tg000002l:73415078-73437334   -           1028 12990at3193          -            896         0 1241.3  28.7   3   3   3.7e-45   5.4e-44  149.2   0.4   737   884   852  1024   851  1028 0.88 -
h1tg000004l:16798584-16801217   -            878 12990at3193          -            896    2e-106  355.8   6.3   1   5   0.00074     0.011   12.5   0.0   673   739    74   144    61   148 0.82 -
h1tg000004l:16798584-16801217   -            878 12990at3193          -            896    2e-106  355.8   6.3   2   5   2.7e-26     4e-25   86.8   0.3   217   425   108   322   105   323 0.94 -
h1tg000004l:16798584-16801217   -            878 12990at3193          -            896    2e-106  355.8   6.3   3   5   6.2e-39     9e-38  128.6   0.0   180   449   316   590   313   591 0.96 -
h1tg000004l:16798584-16801217   -            878 12990at3193          -            896    2e-106  355.8   6.3   4   5   2.4e-25   3.4e-24   83.7   0.3   245   429   556   745   554   752 0.93 -
h1tg000004l:16798584-16801217   -            878 12990at3193          -            896    2e-106  355.8   6.3   5   5   1.8e-23   2.7e-22   77.4   0.0   145   334   665   860   664   872 0.92 -
h1tg000002l:29249426-29251843   -            806 12990at3193          -            896  3.5e-105  351.7   0.0   1   6   2.8e-23   4.1e-22   76.8   0.0   651   785    12   153     4   156 0.87 -
h1tg000002l:29249426-29251843   -            806 12990at3193          -            896  3.5e-105  351.7   0.0   2   6   6.2e-21     9e-20   69.1   0.0   638   770   169   313   167   313 0.84 -
h1tg000002l:29249426-29251843   -            806 12990at3193          -            896  3.5e-105  351.7   0.0   3   6   5.2e-08   7.6e-07   26.3   0.1   712   752   286   326   282   333 0.86 -
h1tg000002l:29249426-29251843   -            806 12990at3193          -            896  3.5e-105  351.7   0.0   4   6   2.6e-25   3.8e-24   83.5   0.2   143   292   308   458   306   463 0.96 -
h1tg000002l:29249426-29251843   -            806 12990at3193          -            896  3.5e-105  351.7   0.0   5   6   7.2e-09     1e-07   29.1   0.0   214   340   449   581   448   584 0.81 -
h1tg000002l:29249426-29251843   -            806 12990at3193          -            896  3.5e-105  351.7   0.0   6   6   2.4e-29   3.5e-28   96.9   0.0   196   424   572   805   549   806 0.91 -
h1tg000005l:6716193-6721192     -           1448 12990at3193          -            896  5.3e-101  337.8  22.6   1   8   2.1e-11   3.1e-10   37.5   0.0   647   750   182   288   176   296 0.89 -
h1tg000005l:6716193-6721192     -           1448 12990at3193          -            896  5.3e-101  337.8  22.6   2   8   1.1e-19   1.6e-18   64.9   0.0   652   762   294   409   287   412 0.90 -
h1tg000005l:6716193-6721192     -           1448 12990at3193          -            896  5.3e-101  337.8  22.6   3   8   8.3e-13   1.2e-11   42.2   0.4   688   773   403   492   397   493 0.46 -
h1tg000005l:6716193-6721192     -           1448 12990at3193          -            896  5.3e-101  337.8  22.6   4   8   5.9e-14   8.6e-13   46.0   0.0   142   239   483   579   479   609 0.65 -
