#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000017l:8048027-8052160   -            345 133520at3193         -            282  4.5e-123  408.4  16.3   1   1  1.1e-123  2.5e-121  402.7  16.3     6   281    44   344    40   345 0.92 -
h1tg000001l:94387101-94389414 -            410 133520at3193         -            282   2.1e-17   61.6  25.6   1   6   4.5e-06     0.001   16.8   0.2    77   125   116   167    98   170 0.86 -
h1tg000001l:94387101-94389414 -            410 133520at3193         -            282   2.1e-17   61.6  25.6   2   6     1e-06   0.00023   18.9   1.0    66   129   130   197   123   203 0.83 -
h1tg000001l:94387101-94389414 -            410 133520at3193         -            282   2.1e-17   61.6  25.6   3   6   0.00099      0.23    9.0   0.3    78   124   169   218   167   220 0.75 -
h1tg000001l:94387101-94389414 -            410 133520at3193         -            282   2.1e-17   61.6  25.6   4   6   4.1e-08   9.4e-06   23.4   3.2    57   129   197   276   195   284 0.78 -
h1tg000001l:94387101-94389414 -            410 133520at3193         -            282   2.1e-17   61.6  25.6   5   6    0.0004     0.094   10.3   2.5    81   131   280   330   272   336 0.83 -
h1tg000001l:94387101-94389414 -            410 133520at3193         -            282   2.1e-17   61.6  25.6   6   6   3.4e-07   7.8e-05   20.4   0.1    90   127   343   380   326   387 0.90 -
h1tg000008l:75164317-75165726 -            470 133520at3193         -            282     2e-09   35.5  17.1   1   5   5.9e-06    0.0014   16.4   0.5    70   134    88   155    85   164 0.76 -
h1tg000008l:75164317-75165726 -            470 133520at3193         -            282     2e-09   35.5  17.1   2   5    0.0021      0.49    8.0   0.9    79   126   149   199   146   234 0.48 -
h1tg000008l:75164317-75165726 -            470 133520at3193         -            282     2e-09   35.5  17.1   3   5   5.7e-05     0.013   13.1   0.1    73   126   275   331   267   337 0.86 -
h1tg000008l:75164317-75165726 -            470 133520at3193         -            282     2e-09   35.5  17.1   4   5     6e-05     0.014   13.1   0.3    69   124   296   355   294   360 0.83 -
h1tg000008l:75164317-75165726 -            470 133520at3193         -            282     2e-09   35.5  17.1   5   5    0.0066       1.5    6.4   0.3    76   125   410   464   390   469 0.78 -
h1tg000001l:4755267-4759163   -            347 133520at3193         -            282   4.5e-09   34.3   6.8   1   3   8.6e-07    0.0002   19.1   0.4    52   128    93   175    46   185 0.79 -
h1tg000001l:4755267-4759163   -            347 133520at3193         -            282   4.5e-09   34.3   6.8   2   3   3.4e-06   0.00078   17.2   0.2    76   155   199   279   187   283 0.85 -
h1tg000001l:4755267-4759163   -            347 133520at3193         -            282   4.5e-09   34.3   6.8   3   3      0.41        94    0.5   0.1    91   118   285   312   281   336 0.78 -
h1tg000005l:52413939-52416679 -            348 133520at3193         -            282   2.6e-08   31.9  11.7   1   4       2.5   5.8e+02   -2.1   0.0    79   109    42    72    27    82 0.77 -
h1tg000005l:52413939-52416679 -            348 133520at3193         -            282   2.6e-08   31.9  11.7   2   4   9.8e-07   0.00023   18.9   0.8    55   135   102   189    82   205 0.74 -
h1tg000005l:52413939-52416679 -            348 133520at3193         -            282   2.6e-08   31.9  11.7   3   4   0.00012     0.029   12.0   0.2    77   135   206   267   198   285 0.84 -
h1tg000005l:52413939-52416679 -            348 133520at3193         -            282   2.6e-08   31.9  11.7   4   4    0.0035      0.81    7.3   0.3    90   118   287   315   259   337 0.85 -
h1tg000001l:76949861-76950856 -            332 133520at3193         -            282   2.6e-07   28.6   3.5   1   2   1.1e-05    0.0026   15.4   0.3    54   119    86   156    57   165 0.61 -
h1tg000001l:76949861-76950856 -            332 133520at3193         -            282   2.6e-07   28.6   3.5   2   2   4.1e-05    0.0094   13.6   0.2    60   144   224   310   213   323 0.80 -
