#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000004l:11232526-11243633 -           1445 1440at3193           -           1335         0 2725.5  15.8   1   2     2e-08   1.6e-05   21.0   0.0     1    27     1    27     1    31 0.92 -
h1tg000004l:11232526-11243633 -           1445 1440at3193           -           1335         0 2725.5  15.8   2   2         0         0 2701.7  13.3    20  1335    44  1440    39  1440 0.95 -
h1tg000011l:1964773-1966512   -            580 1440at3193           -           1335   6.5e-28   95.2   0.6   1   3   0.00013       0.1    8.4   0.0   801   824    60    83    55    93 0.90 -
h1tg000011l:1964773-1966512   -            580 1440at3193           -           1335   6.5e-28   95.2   0.6   2   3     0.036        29    0.3   0.0   820   852   132   164   120   171 0.89 -
h1tg000011l:1964773-1966512   -            580 1440at3193           -           1335   6.5e-28   95.2   0.6   3   3   4.2e-27   3.3e-24   82.9   0.1  1016  1281   321   580   303   580 0.80 -
h1tg000001l:2617399-2619069   -            557 1440at3193           -           1335   1.4e-26   90.8   0.2   1   3   0.00011     0.092    8.5   0.0   801   824    37    60    26    69 0.90 -
h1tg000001l:2617399-2619069   -            557 1440at3193           -           1335   1.4e-26   90.8   0.2   2   3     0.027        22    0.7   0.0   820   853   109   142    94   184 0.91 -
h1tg000001l:2617399-2619069   -            557 1440at3193           -           1335   1.4e-26   90.8   0.2   3   3   1.5e-25   1.2e-22   77.7   0.0  1016  1281   298   557   279   557 0.79 -
h1tg000004l:8793719-8798774   -            649 1440at3193           -           1335   4.8e-20   69.1   0.0   1   2   2.8e-05     0.022   10.6   0.0   800   864   215   274   185   292 0.74 -
h1tg000004l:8793719-8798774   -            649 1440at3193           -           1335   4.8e-20   69.1   0.0   2   2   5.1e-19   4.1e-16   56.1   0.0  1012  1283   353   616   332   624 0.73 -
h1tg000014l:232970-257782     -           2265 1440at3193           -           1335   9.6e-17   58.2   0.0   1   2   0.00036      0.28    6.9   0.0   800   825  1471  1496  1450  1505 0.89 -
h1tg000014l:232970-257782     -           2265 1440at3193           -           1335   9.6e-17   58.2   0.0   2   2     8e-17   6.4e-14   48.8   0.0  1066  1284  1808  2035  1764  2058 0.77 -
h1tg000013l:1696160-1697587   -            476 1440at3193           -           1335   1.9e-15   53.9   0.0   1   2   8.9e-07   0.00071   15.5   0.0   794   857    95   160    64   184 0.81 -
h1tg000013l:1696160-1697587   -            476 1440at3193           -           1335   1.9e-15   53.9   0.0   2   2   6.1e-13   4.8e-10   36.0   0.0  1012  1276   206   476   201   476 0.78 -
h1tg000005l:6442319-6445596   -            403 1440at3193           -           1335   1.1e-12   44.8   0.4   1   3    0.0042       3.3    3.4   0.1   785   851     2    68     1    78 0.72 -
h1tg000005l:6442319-6445596   -            403 1440at3193           -           1335   1.1e-12   44.8   0.4   2   3    0.0002      0.16    7.8   0.0  1034  1122   176   256   132   267 0.71 -
h1tg000005l:6442319-6445596   -            403 1440at3193           -           1335   1.1e-12   44.8   0.4   3   3     3e-11   2.4e-08   30.4   0.0  1196  1287   289   379   279   392 0.86 -
h1tg000004l:16685400-16698970 -           1441 1440at3193           -           1335   2.3e-09   33.7   0.1   1   3   0.00031      0.25    7.1   0.0   799   851  1002  1052   924  1071 0.80 -
h1tg000004l:16685400-16698970 -           1441 1440at3193           -           1335   2.3e-09   33.7   0.1   2   3    0.0015       1.2    4.9   0.0  1070  1102  1139  1170  1073  1178 0.73 -
h1tg000004l:16685400-16698970 -           1441 1440at3193           -           1335   2.3e-09   33.7   0.1   3   3   1.7e-07   0.00013   18.0   0.0  1197  1283  1309  1392  1286  1428 0.78 -
h1tg000012l:8381706-8382353   -            216 1440at3193           -           1335   9.7e-09   31.6   0.3   1   1   2.8e-11   2.2e-08   30.4   0.3  1095  1276     5   216     2   216 0.75 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_downloads/lineages/embryophyta_odb10/hmms/1440at3193.hmm
# Target file:     /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/metaeuk_output/initial_results/ditt_contamfiltered_hifiasm.asm.bp.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/hmmer_output/initial_run_results/1440at3193.out --cpu 1 /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_downloads/lineages/embryophyta_odb10/hmms/1440at3193.hmm /public/groups/meyerlab/ditt/assemblies/hifiasm/default/busco_hap1_o/run_embryophyta_odb10/metaeuk_output/initial_results/ditt_contamfiltered_hifiasm.asm.bp.hap1.p_ctg.fa.modified.fas 
# Current dir:     /public/groups/meyerlab/ditt/assemblies/hifiasm/default
# Date:            Mon Oct 17 13:48:28 2022
# [ok]
