#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000002l:7151292-7158441     -            830 14127at3193          -            538  2.6e-236  783.9  21.2   1   3  2.6e-135  3.9e-134  446.7   6.6    17   296   179   469   162   475 0.95 -
h1tg000002l:7151292-7158441     -            830 14127at3193          -            538  2.6e-236  783.9  21.2   2   3  7.6e-103  1.1e-101  339.6   1.3   295   522   492   767   486   770 0.90 -
h1tg000002l:7151292-7158441     -            830 14127at3193          -            538  2.6e-236  783.9  21.2   3   3      0.49       7.2    3.6   0.3   523   538   814   829   811   829 0.94 -
h1tg000004l:16798584-16801217   -            878 14127at3193          -            538    5e-140  466.1  10.5   1   6   2.6e-22   3.8e-21   73.8   0.2   235   406   108   286    74   287 0.89 -
h1tg000004l:16798584-16801217   -            878 14127at3193          -            538    5e-140  466.1  10.5   2   6   2.9e-34   4.3e-33  113.2   0.4   145   408   196   462   187   464 0.92 -
h1tg000004l:16798584-16801217   -            878 14127at3193          -            538    5e-140  466.1  10.5   3   6   2.7e-31     4e-30  103.4   0.0   197   443   280   529   280   533 0.91 -
h1tg000004l:16798584-16801217   -            878 14127at3193          -            538    5e-140  466.1  10.5   4   6   8.4e-35   1.2e-33  115.0   0.0   141   419   367   648   364   651 0.92 -
h1tg000004l:16798584-16801217   -            878 14127at3193          -            538    5e-140  466.1  10.5   5   6     7e-16     1e-14   52.6   0.0   198   295   630   727   629   732 0.98 -
h1tg000004l:16798584-16801217   -            878 14127at3193          -            538    5e-140  466.1  10.5   6   6   8.1e-16   1.2e-14   52.4   0.1   195   300   732   837   727   871 0.90 -
h1tg000016l:27101992-27104301   -            770 14127at3193          -            538  3.4e-126  420.5   5.6   1   5     4e-25   5.9e-24   83.1   0.0   239   418   158   345   141   347 0.88 -
h1tg000016l:27101992-27104301   -            770 14127at3193          -            538  3.4e-126  420.5   5.6   2   5   1.8e-36   2.6e-35  120.5   0.1   216   420   206   417   202   421 0.90 -
h1tg000016l:27101992-27104301   -            770 14127at3193          -            538  3.4e-126  420.5   5.6   3   5   8.9e-36   1.3e-34  118.2   0.0   215   425   345   559   341   564 0.90 -
h1tg000016l:27101992-27104301   -            770 14127at3193          -            538  3.4e-126  420.5   5.6   4   5   3.5e-31     5e-30  103.1   0.0   200   410   400   617   400   626 0.91 -
h1tg000016l:27101992-27104301   -            770 14127at3193          -            538  3.4e-126  420.5   5.6   5   5   2.5e-08   3.7e-07   27.6   0.1   237   360   627   756   620   768 0.82 -
h1tg000002l:29249426-29251843   -            806 14127at3193          -            538  6.5e-111  370.1   0.2   1   5   7.1e-25     1e-23   82.3   0.0   293   436    23   167    14   169 0.90 -
h1tg000002l:29249426-29251843   -            806 14127at3193          -            538  6.5e-111  370.1   0.2   2   5   9.8e-14   1.4e-12   45.5   0.0   223   334   160   276   156   282 0.88 -
h1tg000002l:29249426-29251843   -            806 14127at3193          -            538  6.5e-111  370.1   0.2   3   5   4.3e-36   6.3e-35  119.3   0.4   217   419   294   502   285   510 0.91 -
h1tg000002l:29249426-29251843   -            806 14127at3193          -            538  6.5e-111  370.1   0.2   4   5   2.2e-07   3.2e-06   24.5   0.0   216   341   502   633   500   633 0.88 -
h1tg000002l:29249426-29251843   -            806 14127at3193          -            538  6.5e-111  370.1   0.2   5   5   2.7e-32   3.9e-31  106.8   0.0   220   405   612   804   604   806 0.92 -
h1tg000005l:16056508-16058652   -            715 14127at3193          -            538  8.3e-104  346.6  16.8   1   7   1.3e-07   1.9e-06   25.3   0.0   337   450    61   175    51   175 0.89 -
h1tg000005l:16056508-16058652   -            715 14127at3193          -            538  8.3e-104  346.6  16.8   2   7   5.1e-22   7.4e-21   72.8   0.7   249   408   145   312   134   314 0.86 -
h1tg000005l:16056508-16058652   -            715 14127at3193          -            538  8.3e-104  346.6  16.8   3   7   6.7e-24   9.7e-23   79.1   0.2   259   434   225   405   225   407 0.82 -
h1tg000005l:16056508-16058652   -            715 14127at3193          -            538  8.3e-104  346.6  16.8   4   7   4.4e-32   6.5e-31  106.0   0.2   195   419   267   498   263   502 0.91 -
h1tg000005l:16056508-16058652   -            715 14127at3193          -            538  8.3e-104  346.6  16.8   5   7   1.2e-15   1.8e-14   51.8   0.0   149   278   400   526   394   530 0.89 -
h1tg000005l:16056508-16058652   -            715 14127at3193          -            538  8.3e-104  346.6  16.8   6   7   3.6e-18   5.2e-17   60.1   0.2   222   344   504   631   500   655 0.84 -
h1tg000005l:16056508-16058652   -            715 14127at3193          -            538  8.3e-104  346.6  16.8   7   7      0.87        13    2.8   0.0   230   280   663   713   640   715 0.70 -
h1tg000012l:4189263-4191227     -            655 14127at3193          -            538  1.5e-103  345.8   4.8   1   4   8.3e-31   1.2e-29  101.8   0.0   170   375    24   237    15   241 0.89 -
h1tg000012l:4189263-4191227     -            655 14127at3193          -            538  1.5e-103  345.8   4.8   2   4   1.1e-38   1.6e-37  127.8   0.1   198   410   228   447   226   448 0.93 -
h1tg000012l:4189263-4191227     -            655 14127at3193          -            538  1.5e-103  345.8   4.8   3   4   6.7e-18   9.9e-17   59.2   0.1   200   359   370   535   370   537 0.83 -
h1tg000012l:4189263-4191227     -            655 14127at3193          -            538  1.5e-103  345.8   4.8   4   4   1.8e-24   2.7e-23   80.9   0.1   200   407   440   654   439   655 0.91 -
h1tg000006l:21053739-21055475   -            579 14127at3193          -            538   5.1e-98  327.5  15.3   1   5   5.8e-17   8.5e-16   56.1   0.0   309   409    10   113     1   114 0.92 -
h1tg000006l:21053739-21055475   -            579 14127at3193          -            538   5.1e-98  327.5  15.3   2   5   2.5e-24   3.6e-23   80.5   0.0   212   372    49   216    47   217 0.90 -
h1tg000006l:21053739-21055475   -            579 14127at3193          -            538   5.1e-98  327.5  15.3   3   5   1.8e-25   2.7e-24   84.2   0.6   199   349   106   261   106   265 0.91 -
h1tg000006l:21053739-21055475   -            579 14127at3193          -            538   5.1e-98  327.5  15.3   4   5   3.5e-19   5.2e-18   63.5   0.5   217   351   229   368   226   379 0.85 -
h1tg000006l:21053739-21055475   -            579 14127at3193          -            538   5.1e-98  327.5  15.3   5   5   6.8e-25     1e-23   82.3   0.2    94   287   387   579   372   579 0.93 -
h1tg000004l:14408105-14410738   -            878 14127at3193          -            538   1.9e-92  309.1   6.2   1   4   5.4e-17   7.9e-16   56.2   0.1   239   374   161   304   101   305 0.90 -
h1tg000004l:14408105-14410738   -            878 14127at3193          -            538   1.9e-92  309.1   6.2   2   4   4.2e-43   6.1e-42  142.4   0.4    76   407   203   549   203   549 0.90 -
h1tg000004l:14408105-14410738   -            878 14127at3193          -            538   1.9e-92  309.1   6.2   3   4   9.2e-22   1.4e-20   72.0   0.0    98   293   479   673   478   678 0.92 -
h1tg000004l:14408105-14410738   -            878 14127at3193          -            538   1.9e-92  309.1   6.2   4   4   1.3e-19   1.9e-18   64.9   0.1   249   420   699   877   688   878 0.76 -
h1tg000010l:57489336-57491411   -            692 14127at3193          -            538   3.4e-90  301.7  11.0   1   4   3.7e-31   5.4e-30  103.0   0.0   239   431    85   283    57   288 0.88 -
h1tg000010l:57489336-57491411   -            692 14127at3193          -            538   3.4e-90  301.7  11.0   2   4   1.2e-18   1.8e-17   61.7   0.1   152   318   249   413   243   421 0.89 -
h1tg000010l:57489336-57491411   -            692 14127at3193          -            538   3.4e-90  301.7  11.0   3   4   7.6e-46   1.1e-44  151.5   3.9    91   409   290   613   290   624 0.93 -
h1tg000010l:57489336-57491411   -            692 14127at3193          -            538   3.4e-90  301.7  11.0   4   4    0.0013     0.018   12.1   0.0   260   409   632   683   619   689 0.46 -
h1tg000005l:6716193-6721192     -           1448 14127at3193          -            538   1.8e-88  296.0   6.8   1   5   3.3e-10   4.8e-09   33.9   0.0   295   433   165   305   159   306 0.84 -
h1tg000005l:6716193-6721192     -           1448 14127at3193          -            538   1.8e-88  296.0   6.8   2   5   1.2e-40   1.7e-39  134.3   0.2   149   410   301   564   293   582 0.91 -
h1tg000005l:6716193-6721192     -           1448 14127at3193          -            538   1.8e-88  296.0   6.8   3   5     0.027      0.39    7.8   0.1   232   274   688   730   624   748 0.58 -
h1tg000005l:6716193-6721192     -           1448 14127at3193          -            538   1.8e-88  296.0   6.8   4   5     7e-21     1e-19   69.1   0.1   188   409   749   978   740   983 0.86 -
h1tg000005l:6716193-6721192     -           1448 14127at3193          -            538   1.8e-88  296.0   6.8   5   5   1.4e-26     2e-25   87.9   0.2    97   393   870  1172   860  1177 0.88 -
h1tg000014l:5407432-5409837     -            802 14127at3193          -            538   1.9e-88  296.0   4.2   1   6   9.1e-15   1.3e-13   48.9   0.3   227   359    76   214    68   221 0.85 -
h1tg000014l:5407432-5409837     -            802 14127at3193          -            538   1.9e-88  296.0   4.2   2   6   3.3e-07   4.8e-06   24.0   0.2   186   278   210   303   202   311 0.89 -
h1tg000014l:5407432-5409837     -            802 14127at3193          -            538   1.9e-88  296.0   4.2   3   6   1.2e-17   1.8e-16   58.4   0.0   215   343   310   443   303   452 0.88 -
h1tg000014l:5407432-5409837     -            802 14127at3193          -            538   1.9e-88  296.0   4.2   4   6   1.1e-28   1.6e-27   94.9   0.7   199   395   434   637   434   639 0.92 -
h1tg000014l:5407432-5409837     -            802 14127at3193          -            538   1.9e-88  296.0   4.2   5   6   8.8e-12   1.3e-10   39.0   0.0   360   416   637   693   635   695 0.93 -
h1tg000014l:5407432-5409837     -            802 14127at3193          -            538   1.9e-88  296.0   4.2   6   6   2.2e-10   3.2e-09   34.5   0.0   313   420   693   801   687   802 0.90 -
h1tg000005l:3924384-3925913     -            510 14127at3193          -            538     2e-87  292.6   6.5   1   4   2.1e-11   3.1e-10   37.8   0.0   149   257    12   116     2   123 0.75 -
h1tg000005l:3924384-3925913     -            510 14127at3193          -            538     2e-87  292.6   6.5   2   4   5.9e-35   8.6e-34  115.5   1.1   189   419   121   358   114   359 0.87 -
h1tg000005l:3924384-3925913     -            510 14127at3193          -            538     2e-87  292.6   6.5   3   4     2e-31   2.9e-30  103.9   0.3   223   421   225   430   215   433 0.91 -
h1tg000005l:3924384-3925913     -            510 14127at3193          -            538     2e-87  292.6   6.5   4   4   9.7e-18   1.4e-16   58.7   0.0   141   294   356   506   355   509 0.94 -
h1tg000011l:3829494-3831983     -            830 14127at3193          -            538   2.8e-86  288.8   7.8   1   3   4.5e-35   6.6e-34  115.9   0.1   118   431   125   441   100   442 0.86 -
